Model,MAE,MAE_std,DTW,Rolling_RMSE,Rolling_RMSE_std,CRPS,CRPS_std
VAE,0.7856715447262532,0.6810378069121441,13.567072362607023,0.8872415694661699,0.5416694171030386,0.7856715447262532,0.6810378069121441
gan,1.4074385816638544,0.887556038335791,14.938306678528908,1.5571578400433754,0.5608795759081658,1.4074385816638544,0.887556038335791
gan,1.4073995059572557,0.8840781471611523,14.958709310769988,1.5560917961140663,0.5584765835785589,1.4073995059572557,0.8840781471611523
VAE,0.7846715803008684,0.6800065764933663,13.57344134311119,0.8860529256507523,0.5408559733348847,0.7846715803008684,0.6800065764933663
VAE,0.7847672167933905,0.6812975694229156,13.566516746793885,0.886244956479022,0.5422785999304593,0.7847672167933905,0.6812975694229156
VAE,0.7857019421507929,0.6804683598417891,13.576207179230842,0.8867714882704401,0.5417242632721444,0.7857019421507929,0.6804683598417891
VAE,0.7861561132820437,0.6810119113633443,13.584393549249867,0.8871851869108369,0.5423992049023051,0.7861561132820437,0.6810119113633443
VAE,0.7859748555006457,0.6804125847148269,13.552946709618846,0.8870847285602637,0.5417095149571132,0.7859748555006457,0.6804125847148269
VAE,0.78581121512939,0.6800580193540346,13.58855040673873,0.886778464284716,0.5413959370878096,0.78581121512939,0.6800580193540346
VAE,0.786269042940042,0.6793679802765423,13.572676050917208,0.8872413560060921,0.5405192634136711,0.786269042940042,0.6793679802765423
gan,1.4074730968936187,0.8832926730606372,14.993045513042182,1.5557091627725685,0.5584739015390441,1.4074730968936187,0.8832926730606372
gan,1.4046115228769684,0.8823070067255476,14.967045652213647,1.5526727994052212,0.5582005578222407,1.4046115228769684,0.8823070067255476
gan,1.4059308362055543,0.8846010818578818,14.945070576891744,1.5546845328306718,0.5597111702098276,1.4059308362055543,0.8846010818578818
VAE,0.7845587815563767,0.6799502801818164,13.55810552595188,0.8856094492592889,0.541315164977178,0.7845587815563767,0.6799502801818164
VAE,0.7867185363954111,0.6807481739128742,13.581441339975235,0.8877787432980012,0.5420032438582801,0.7867185363954111,0.6807481739128742
VAE,0.785306950836496,0.680882654267994,13.564647864945162,0.8865658628136966,0.5421831911951183,0.785306950836496,0.680882654267994
gan,1.4091885502343748,0.8890285545377048,14.965595711074851,1.5590873438857302,0.5624419596944288,1.4091885502343748,0.8890285545377048
VAE,0.8106319341135763,0.6994545846533415,13.805019214601414,0.9099477883737819,0.5627634264647324,0.8106319341135763,0.6994545846533415
gan,1.4066057971232244,0.8877685864318727,14.948420922924882,1.5564422875637416,0.5613604978171892,1.4066057971232244,0.8877685864318727
VAE,0.7850661617258389,0.6795431876296523,13.576739913771453,0.8860369114988286,0.5408644943334339,0.7850661617258389,0.6795431876296523
gan,1.4100448034790514,0.8870270659696294,15.017231779135587,1.5594729538505459,0.5600472107981221,1.4100448034790514,0.8870270659696294
gan,1.4083055866142613,0.886581796638447,14.983699719752464,1.5574651710363512,0.5609235824608688,1.4083055866142613,0.886581796638447
VAE,0.7841585605698288,0.6780021325016341,13.55897125385394,0.8851532852110825,0.5390624101439104,0.7841585605698288,0.6780021325016341
gan,1.4074858398998105,0.8862447505571548,14.979790878021415,1.5569654806729851,0.5595518874702685,1.4074858398998105,0.8862447505571548
gan,1.4065132917393592,0.8857186068369366,14.972229307256265,1.5553688018593248,0.5602157443467,1.4065132917393592,0.8857186068369366
gan,1.4050851032479883,0.8806865207867903,14.95975693790523,1.552289063021518,0.5576908351594597,1.4050851032479883,0.8806865207867903
VAE,0.7842318810576273,0.6787494531497076,13.580518080081099,0.8850426838781563,0.5402056822163221,0.7842318810576273,0.6787494531497076
VAE,0.7860079418864817,0.6803619117720497,13.556698004543513,0.887195654862611,0.5414569420357178,0.7860079418864817,0.6803619117720497
VAE,0.7856546873556913,0.6821935673934542,13.571761499075947,0.8870036788902623,0.5435532004727855,0.7856546873556913,0.6821935673934542
VAE,0.7842712107285141,0.6806171980883408,13.564095408141593,0.8855283797249649,0.5420217773069447,0.7842712107285141,0.6806171980883408
gan,1.3573904009694178,0.8332191295210695,14.546058276803283,1.4965412029707548,0.5417836074659431,1.3573904009694178,0.8332191295210695
gan,1.405193053848861,0.8806286153484005,14.944799800673602,1.5526142503556202,0.5573958787848478,1.405193053848861,0.8806286153484005
VAE,0.7846286812545061,0.6813761921128925,13.570624111321237,0.8859649708872772,0.5426878310275373,0.7846286812545061,0.6813761921128925
gan,1.406179776848916,0.8894579500732348,15.01318497634133,1.5563201047883606,0.5633019226492753,1.406179776848916,0.8894579500732348
gan,1.406425996227009,0.8769940121682075,14.965835224410766,1.5523095808397758,0.5554127044199098,1.406425996227009,0.8769940121682075
VAE,0.7853378089491759,0.6799663925067737,13.561001042655088,0.8865785625810846,0.5409456597298027,0.7853378089491759,0.6799663925067737
gan,1.4078760554624306,0.8925211483604154,14.968922449851645,1.5593013393982866,0.5641417850035728,1.4078760554624306,0.8925211483604154
VAE,0.783982926803737,0.6796405132641848,13.57668712884319,0.884994766791557,0.541014562331954,0.783982926803737,0.6796405132641848
VAE,0.7850815775220708,0.6797122418585547,13.55814365159007,0.8861756424728048,0.5408333748074982,0.7850815775220708,0.6797122418585547
gan,1.4059024934982214,0.8813270812554062,14.946917116834769,1.553646039962874,0.5572932322281885,1.4059024934982214,0.8813270812554062
gan,1.4080618473624567,0.8899277260429388,15.0032183952058,1.5582118582748026,0.5634949523735489,1.4080618473624567,0.8899277260429388
gan,1.408704178701344,0.8855715334913389,14.976726842685126,1.5578234227736074,0.5594920790330068,1.408704178701344,0.8855715334913389
gan,1.4071065095730466,0.888898581731895,14.985011045835344,1.5573289275985596,0.5616747529836907,1.4071065095730466,0.888898581731895
VAE,0.7854516408215759,0.6808245262808854,13.552910760418248,0.8868416039601169,0.5417865588559143,0.7854516408215759,0.6808245262808854
gan,1.4058370598665975,0.8842312324327197,14.979548457955959,1.5543619995190292,0.5592396413235167,1.4058370598665975,0.8842312324327197
